id_estudiante,semestre,edad,sexo,departamento_origen,zona_origen,estrato,tipo_colegio,percentil_saber11,programa,trabaja,horas_trabajo_semana,personas_a_cargo,ingreso_hogar_smlmv,apoyo_financiero,fuente_financiacion,tiempo_desplazamiento_min,creditos_matriculados,promedio_academico,asistencia_pct,actividad_lms_pct,materias_perdidas,materias_canceladas,mora_financiera,acompanamiento_bienestar,creditos_prev_matriculados,creditos_prev_aprobados,pct_creditos_prev_aprobados,probabilidad_latente_desercion,deserta_siguiente_periodo
EST-00878,2,19,Mujer,Bolívar,Urbana,5,Privado,65,Derecho,No,0,0,9.11,Sí,Recursos familiares,25,18,4.25,100,81,0,1,No,No,16,15,93.8,0.0446,No
EST-00879,1,20,Mujer,Cauca,Urbana,4,Privado,44,Ingeniería de Sistemas,Sí,19,0,7.19,No,Recursos familiares,60,16,3.54,90.7,83,0,0,No,No,,,,0.0928,No
EST-00880,1,25,Hombre,Tolima,Urbana,5,Oficial,3,Administración,Sí,26,0,4.42,No,Mixto,24,20,3,98.2,74,0,1,No,No,,,,0.1861,No
EST-00881,1,27,Mujer,Atlántico,Rural,2,Oficial,72,Diseño,No,0,1,0.85,Sí,Recursos familiares,46,18,3.36,89.1,100,0,0,No,No,,,,0.1518,No
EST-00882,1,20,Hombre,Magdalena,Urbana,3,Oficial,62,Negocios Internacionales,No,0,0,1.66,No,Mixto,36,20,4.13,90.2,95,0,0,No,No,,,,0.0508,No
EST-00883,1,16,Mujer,Cesar,Urbana,3,Privado,59,Ingeniería de Sistemas,No,0,0,2.37,No,Mixto,31,17,3.69,93.8,86,0,0,No,No,,,,0.0444,No
EST-00884,2,18,Hombre,Magdalena,Urbana,3,Oficial,56,Ingeniería Industrial,No,0,0,2.98,No,Crédito educativo,28,18,3.36,100,54,0,0,No,No,18,17,94.4,0.0576,No
EST-00885,2,23,Hombre,Bogotá D.C.,Urbana,4,Privado,66,Psicología,No,0,0,2.99,No,Recursos familiares,44,18,4,93.1,88,0,0,No,No,14,14,100,0.01,No
EST-00886,2,17,Mujer,Bogotá D.C.,Urbana,2,Privado,82,Psicología,No,0,0,0.85,No,Recursos familiares,36,18,3.35,86.8,87,0,0,No,No,16,16,100,0.0987,No
EST-00887,2,20,Hombre,Valle del Cauca,Urbana,4,Privado,37,Enfermería,Sí,12,0,3.59,No,Recursos familiares,57,14,4.12,91.8,94,0,0,No,No,18,18,100,0.0295,No
EST-00888,2,19,No binario / otro,Valle del Cauca,Urbana,1,Oficial,36,Negocios Internacionales,No,0,0,1.54,Sí,Recursos familiares,45,18,2.95,84.8,73,0,0,No,No,16,15,93.8,0.0689,No
EST-00889,2,20,Mujer,Santander,Urbana,2,Oficial,49,Ingeniería de Sistemas,No,0,0,1.31,No,Crédito educativo,70,17,2.98,86.6,92,0,0,Sí,No,18,18,100,0.212,No
EST-00890,2,19,Hombre,Bogotá D.C.,Urbana,2,Oficial,61,Administración,No,0,0,2.05,No,Beca / subsidio,59,17,3.64,84.5,70,0,0,No,No,16,16,100,0.0571,No
EST-00891,2,16,Mujer,Valle del Cauca,Urbana,2,Oficial,35,Negocios Internacionales,No,0,0,1.8,No,Recursos familiares,11,18,3.34,90.5,73,0,0,No,No,18,18,100,0.0999,Sí
EST-00892,2,24,Hombre,Cundinamarca,Urbana,3,Oficial,36,Negocios Internacionales,No,0,0,2.73,No,Beca / subsidio,46,19,3.31,96.9,56,0,0,No,No,18,17,94.4,0.03,No
EST-00893,2,23,Mujer,Bogotá D.C.,Urbana,1,Oficial,26,Contaduría,No,0,0,0.95,No,Mixto,46,20,2.51,93.6,59,1,0,No,No,18,15,83.3,0.2385,No
EST-00894,1,19,Hombre,Cundinamarca,Urbana,2,Privado,66,Comunicación,No,0,0,2.55,No,Crédito educativo,45,16,3.51,98.3,78,0,0,No,No,,,,0.0963,No
EST-00895,2,24,Hombre,Bogotá D.C.,Urbana,2,Oficial,63,Administración,Sí,33,0,1.78,Sí,Recursos familiares,39,18,3.56,82.5,62,0,1,No,No,16,14,87.5,0.1163,No
EST-00896,1,19,Hombre,Bolívar,Urbana,2,Privado,51,Derecho,No,0,0,1.69,No,Crédito educativo,13,20,4.48,100,82,0,0,No,No,,,,0.0555,No
EST-00897,1,17,Hombre,Nariño,Rural,2,Oficial,43,Contaduría,No,0,0,1.32,Sí,Mixto,26,19,4.06,89.1,78,0,0,No,No,,,,0.0632,No
EST-00898,1,17,Hombre,Risaralda,Urbana,2,Oficial,46,Ingeniería Industrial,No,0,0,1.12,No,Beca / subsidio,18,16,4.45,100,84,0,2,No,No,,,,0.0852,No
EST-00899,2,19,Mujer,Antioquia,Urbana,2,Oficial,21,Ingeniería de Sistemas,No,0,0,1.29,No,Crédito educativo,61,18,2.9,77.7,77,2,1,No,No,18,13,72.2,0.2986,No
EST-00900,1,22,Mujer,Bogotá D.C.,Urbana,2,Oficial,46,Ingeniería de Sistemas,No,0,0,1.45,Sí,Mixto,44,16,2.93,83.7,81,0,0,No,No,,,,0.0778,No
EST-00901,2,16,No binario / otro,Córdoba,Urbana,1,Privado,72,Contaduría,No,0,0,0.94,Sí,Beca / subsidio,23,18,2.75,87.9,80,2,0,No,Sí,18,14,77.8,0.1937,No
EST-00902,2,20,Mujer,Atlántico,Urbana,2,Oficial,42,Contaduría,No,0,1,1.31,No,Mixto,29,20,4.26,93.4,85,0,0,Sí,No,18,17,94.4,0.0962,No
EST-00903,1,21,Hombre,Boyacá,Urbana,3,Oficial,50,Ingeniería Industrial,No,0,0,3.61,No,Crédito educativo,62,16,3.53,96.9,98,0,0,No,No,,,,0.0932,No
EST-00904,1,31,Hombre,Quindío,Urbana,2,Oficial,30,Contaduría,Sí,39,1,2.89,No,Crédito educativo,55,18,2.16,79.6,43,0,0,Sí,No,,,,0.7838,No
EST-00905,1,19,Hombre,Huila,Urbana,2,Oficial,3,Comunicación,No,0,0,2.31,No,Crédito educativo,29,16,2.53,86.2,35,1,0,No,Sí,,,,0.2947,No
EST-00906,1,19,Mujer,Valle del Cauca,Urbana,3,Oficial,23,Diseño,No,0,0,2.32,No,Beca / subsidio,44,16,3.21,97.7,73,0,0,No,No,,,,0.0809,Sí
EST-00907,2,20,Mujer,Antioquia,Urbana,2,Oficial,19,Administración,No,0,0,2.68,No,Recursos familiares,60,18,3.28,89,60,0,0,No,No,16,15,93.8,0.0677,No
EST-00908,2,19,Hombre,Bogotá D.C.,Urbana,2,Oficial,15,Psicología,No,0,0,1.24,Sí,Crédito educativo,30,18,3.47,83.1,87,0,0,Sí,No,20,19,95,0.0892,No
EST-00909,1,19,Hombre,Quindío,Urbana,2,Oficial,29,Psicología,No,0,0,1.22,No,Recursos familiares,26,17,3.47,91.9,66,0,0,No,No,,,,0.0839,No
EST-00910,2,20,Mujer,Nariño,Urbana,2,Privado,54,Ingeniería de Sistemas,No,0,0,1.76,Sí,Mixto,21,20,3.62,100,72,0,0,No,Sí,14,14,100,0.0493,No
EST-00911,2,20,Mujer,Risaralda,Urbana,4,Privado,75,Enfermería,No,0,0,5.57,Sí,Beca / subsidio,41,20,4.11,91.6,93,0,0,No,No,18,18,100,0.0195,No
EST-00912,2,19,Mujer,Antioquia,Rural,5,Privado,57,Comunicación,No,0,0,6.25,No,Recursos familiares,70,14,2.91,84.7,83,0,0,No,No,20,20,100,0.0664,No
EST-00913,1,20,Hombre,Cesar,Urbana,3,Oficial,32,Ingeniería de Sistemas,No,0,0,3.17,Sí,Beca / subsidio,37,15,3.35,88.4,71,0,0,No,No,,,,0.0687,No
EST-00914,2,21,No binario / otro,Bogotá D.C.,Urbana,3,Oficial,91,Diseño,Sí,8,0,1.25,Sí,Mixto,38,18,4.5,88.9,80,0,0,No,No,18,17,94.4,0.03,No
EST-00915,1,17,Mujer,Quindío,Urbana,3,Oficial,59,Administración,No,0,0,3.4,No,Crédito educativo,22,19,3.18,83.6,78,0,0,No,No,,,,0.1467,No
EST-00916,1,20,Hombre,Valle del Cauca,Urbana,4,Oficial,40,Ingeniería de Sistemas,No,0,0,4.46,No,Recursos familiares,48,15,2.69,88.7,60,0,0,No,No,,,,0.1463,No
EST-00917,2,20,Hombre,Santander,Urbana,2,Oficial,32,Ingeniería de Sistemas,No,0,0,1.94,No,Crédito educativo,55,17,3.27,88.7,87,0,0,No,No,18,18,100,0.0657,No
EST-00918,1,18,Hombre,Antioquia,Urbana,2,Oficial,40,Administración,No,0,0,0.99,Sí,Mixto,73,18,2.79,86.2,74,0,0,No,Sí,,,,0.1272,No
EST-00919,1,25,Mujer,Tolima,Urbana,1,Oficial,52,Contaduría,Sí,20,2,1.85,No,Crédito educativo,15,20,3.71,90.2,58,0,0,No,No,,,,0.2404,No
EST-00920,1,20,Hombre,Nariño,Urbana,2,Oficial,23,Negocios Internacionales,No,0,0,1.34,Sí,Beca / subsidio,29,16,3.57,88.4,66,0,0,No,No,,,,0.0745,Sí
EST-00921,1,20,Hombre,Cundinamarca,Urbana,3,Oficial,6,Ingeniería Industrial,No,0,0,2.89,Sí,Mixto,30,18,3.19,83.7,61,0,0,Sí,No,,,,0.1269,No
EST-00922,1,18,Hombre,Nariño,Urbana,2,Oficial,46,Negocios Internacionales,No,0,0,0.9,Sí,Beca / subsidio,30,17,2.98,86.5,87,0,0,No,No,,,,0.0942,No
EST-00923,2,20,Hombre,Antioquia,Urbana,3,Privado,10,Enfermería,No,0,0,2.6,No,Recursos familiares,34,18,3.14,89.1,68,0,0,No,No,18,18,100,0.0887,No
EST-00924,2,26,Mujer,Bogotá D.C.,Urbana,3,Privado,58,Administración,No,0,1,2.45,No,Recursos familiares,30,18,3.71,85.6,81,2,2,No,No,16,11,68.8,0.337,No
EST-00925,1,24,Hombre,Risaralda,Urbana,2,Privado,67,Derecho,No,0,0,1.78,No,Recursos familiares,32,18,3.32,90.9,69,0,0,No,Sí,,,,0.1023,Sí
EST-00926,1,24,Mujer,Atlántico,Urbana,1,Oficial,58,Negocios Internacionales,No,0,0,1.78,Sí,Mixto,64,18,3.29,87.6,95,0,0,No,No,,,,0.0684,No
EST-00927,1,20,Mujer,Antioquia,Urbana,2,Oficial,20,Ingeniería Industrial,No,0,0,2.12,No,Crédito educativo,53,17,2.93,87.8,51,2,1,No,Sí,,,,0.2999,Sí
EST-00928,2,21,Mujer,Valle del Cauca,Urbana,4,Privado,63,Ingeniería de Sistemas,Sí,33,0,4.99,No,Recursos familiares,6,16,2.72,87.1,64,1,1,No,No,16,14,87.5,0.2734,No
EST-00929,1,19,Mujer,Cauca,Urbana,2,Privado,47,Ingeniería Industrial,Sí,9,0,2.55,No,Recursos familiares,35,20,3.43,88.2,82,2,0,No,No,,,,0.1798,No
EST-00930,1,20,No binario / otro,Valle del Cauca,Rural,2,Oficial,15,Ingeniería Industrial,No,0,0,1.42,Sí,Beca / subsidio,105,18,2.81,80.6,51,0,0,No,No,,,,0.1262,No
EST-00931,2,19,Hombre,Cauca,Urbana,2,Privado,46,Ingeniería Industrial,No,0,0,1.88,No,Recursos familiares,42,18,2.31,83.8,53,1,0,No,No,20,17,85,0.1848,No
EST-00932,2,19,Mujer,Caldas,Urbana,2,Oficial,76,Ingeniería Industrial,Sí,6,0,1.74,No,Crédito educativo,48,17,4.07,94,67,0,0,Sí,No,18,18,100,0.1108,No
EST-00933,2,18,Mujer,Bogotá D.C.,Urbana,1,Oficial,65,Negocios Internacionales,No,0,0,1.18,No,Mixto,30,15,3.46,98.1,74,0,0,Sí,No,18,17,94.4,0.1624,No
EST-00934,2,17,Mujer,Valle del Cauca,Urbana,1,Oficial,33,Enfermería,Sí,22,0,1.19,No,Recursos familiares,47,18,2.82,82.7,78,1,0,No,No,16,14,87.5,0.1971,No
EST-00935,1,19,Hombre,Antioquia,Urbana,2,Privado,48,Psicología,Sí,18,0,2.24,Sí,Mixto,59,15,3.52,85.5,76,1,0,No,No,,,,0.129,No
EST-00936,1,20,Mujer,Caldas,Urbana,3,Oficial,44,Comunicación,No,0,0,2.45,No,Recursos familiares,35,17,3.82,90.2,69,0,0,No,No,,,,0.0399,No
EST-00937,2,17,Mujer,Tolima,Urbana,3,Privado,32,Derecho,No,0,0,2.93,No,Beca / subsidio,30,18,3.05,85.9,67,0,2,No,No,18,16,88.9,0.2009,No
EST-00938,2,23,Hombre,Huila,Urbana,3,Oficial,58,Ingeniería Industrial,Sí,29,0,2.58,Sí,Beca / subsidio,42,18,2.83,90.3,49,0,0,No,No,18,18,100,0.093,No
EST-00939,1,22,Mujer,Quindío,Urbana,2,Oficial,23,Ingeniería de Sistemas,No,0,0,1.16,No,Crédito educativo,43,17,3.32,87.1,67,0,0,No,No,,,,0.1064,No
EST-00940,1,18,Mujer,Bogotá D.C.,Urbana,1,Oficial,44,Administración,Sí,20,0,0.87,No,Crédito educativo,43,18,3.31,88.9,44,0,0,No,No,,,,0.1699,No
EST-00941,1,18,Mujer,Atlántico,Urbana,3,Oficial,44,Ingeniería de Sistemas,No,0,0,2.34,No,Beca / subsidio,46,14,3.24,86.9,63,0,0,No,No,,,,0.1164,No
EST-00942,2,20,Hombre,Bogotá D.C.,Urbana,3,Oficial,49,Contaduría,No,0,0,2.36,No,Recursos familiares,53,16,4.08,88.7,66,0,0,No,No,16,15,93.8,0.0619,No
EST-00943,1,18,Hombre,Boyacá,Urbana,4,Privado,74,Contaduría,No,0,0,3.35,Sí,Mixto,37,18,3.48,96,70,0,0,No,No,,,,0.0675,No
EST-00944,2,21,Mujer,Antioquia,Rural,2,Privado,42,Administración,No,0,0,0.73,No,Crédito educativo,68,19,3.44,85.8,70,0,0,No,No,16,16,100,0.1016,No
EST-00945,1,17,Mujer,Meta,Urbana,3,Oficial,24,Derecho,Sí,14,0,4.51,Sí,Mixto,75,18,3.11,91.9,76,0,0,No,No,,,,0.0683,No
EST-00946,1,21,Hombre,Meta,Urbana,2,Oficial,10,Derecho,Sí,20,0,1.03,Sí,Beca / subsidio,61,16,2.72,88.4,72,0,0,Sí,No,,,,0.2202,No
EST-00947,2,18,Mujer,Atlántico,Rural,2,Oficial,46,Diseño,No,0,0,1.53,No,Crédito educativo,82,18,3.31,89,80,0,0,No,No,16,16,100,0.1137,No
EST-00948,1,17,Mujer,Antioquia,Urbana,3,Oficial,42,Psicología,No,0,0,1.6,No,Crédito educativo,19,18,3.18,93.6,54,1,0,No,Sí,,,,0.1484,No
EST-00949,1,19,Hombre,Norte de Santander,Urbana,1,Oficial,88,Enfermería,Sí,24,0,0.77,No,Recursos familiares,79,20,3.18,80.5,85,1,0,Sí,No,,,,0.3902,No
EST-00950,2,18,Hombre,Bogotá D.C.,Urbana,2,Oficial,59,Enfermería,No,0,0,1.62,No,Crédito educativo,58,18,3.42,82.9,56,2,1,No,Sí,18,13,72.2,0.2449,No
EST-00951,2,19,Hombre,Cesar,Urbana,2,Oficial,22,Comunicación,No,0,0,2.62,No,Mixto,29,16,2.96,82.7,53,0,0,Sí,No,18,18,100,0.2435,No
EST-00952,1,17,Hombre,Cundinamarca,Urbana,2,Privado,49,Administración,No,0,0,1.37,Sí,Mixto,42,14,3.74,99,43,0,0,No,No,,,,0.0787,No
EST-00953,2,26,Hombre,Bogotá D.C.,Urbana,5,Privado,67,Ingeniería de Sistemas,Sí,6,0,5.45,Sí,Mixto,40,18,3.79,89.4,79,1,0,No,No,18,16,88.9,0.0713,No
EST-00954,1,19,Hombre,Bogotá D.C.,Urbana,1,Oficial,54,Ingeniería de Sistemas,No,0,0,0.91,Sí,Crédito educativo,41,17,3.54,88.3,67,0,0,Sí,No,,,,0.095,No
EST-00955,2,19,Hombre,Valle del Cauca,Urbana,5,Privado,69,Ingeniería de Sistemas,Sí,5,0,7.21,No,Beca / subsidio,66,14,3.39,90.7,73,0,0,No,No,18,18,100,0.0441,No
EST-00956,2,22,Mujer,Tolima,Urbana,4,Privado,68,Administración,No,0,0,2.81,No,Recursos familiares,60,17,3.12,93.6,71,0,0,No,No,16,16,100,0.0824,No
EST-00957,1,21,Hombre,Bogotá D.C.,Urbana,2,Privado,64,Derecho,No,0,2,1.6,Sí,Mixto,33,14,2.2,78.1,51,1,0,No,No,,,,0.2398,Sí
EST-00958,2,20,Hombre,Bogotá D.C.,Urbana,2,Oficial,48,Negocios Internacionales,Sí,18,0,0.92,No,Mixto,34,20,3.37,99.8,74,0,0,No,No,18,18,100,0.094,No
EST-00959,1,27,Mujer,Meta,Urbana,2,Oficial,48,Administración,Sí,28,1,1.62,Sí,Recursos familiares,71,19,2.85,79.5,77,0,0,Sí,No,,,,0.3963,No
EST-00960,2,16,Mujer,Santander,Rural,2,Oficial,47,Contaduría,Sí,19,0,0.99,No,Mixto,87,16,3.26,86.9,55,0,0,No,No,18,18,100,0.1407,Sí
EST-00961,1,18,Hombre,Valle del Cauca,Urbana,3,Oficial,64,Psicología,Sí,9,0,1.67,No,Beca / subsidio,35,18,3.74,100,73,0,0,No,No,,,,0.0683,No
EST-00962,1,19,Hombre,Huila,Urbana,1,Oficial,60,Administración,Sí,25,0,0.89,No,Recursos familiares,43,17,2.96,84,59,0,0,No,No,,,,0.1499,No
EST-00963,1,18,Mujer,Bolívar,Rural,2,Oficial,31,Administración,No,0,0,2.15,Sí,Beca / subsidio,84,20,3.03,89.2,74,0,0,No,No,,,,0.1419,No
EST-00964,2,19,Hombre,Antioquia,Rural,2,Privado,31,Ingeniería de Sistemas,No,0,0,1.01,No,Recursos familiares,44,15,4.09,96.1,83,0,0,No,No,16,16,100,0.041,No
EST-00965,1,22,Hombre,Antioquia,Urbana,2,Oficial,66,Administración,No,0,0,1.15,No,Mixto,7,20,3.7,82.7,72,0,0,No,No,,,,0.1139,Sí
EST-00966,1,19,Hombre,Norte de Santander,Urbana,2,Privado,67,Contaduría,No,0,0,1.62,No,Crédito educativo,35,16,3.56,88.4,87,0,0,No,No,,,,0.1306,No
EST-00967,2,31,Hombre,Bogotá D.C.,Urbana,4,Oficial,57,Psicología,No,0,0,3.33,No,Mixto,13,19,3.93,100,64,0,0,No,No,14,14,100,0.0172,No
EST-00968,1,21,Mujer,Santander,Urbana,3,Oficial,26,Ingeniería de Sistemas,No,0,0,2.09,Sí,Recursos familiares,67,18,4.14,93.6,81,0,0,No,No,,,,0.0326,No
EST-00969,1,21,Hombre,Cundinamarca,Urbana,3,Privado,63,Derecho,No,0,0,2.64,Sí,Beca / subsidio,62,16,3.84,94.6,74,0,1,No,No,,,,0.0548,No
EST-00970,1,23,Hombre,Cundinamarca,Urbana,1,Oficial,57,Derecho,No,0,0,1.31,No,Recursos familiares,63,16,3.33,95.2,81,0,0,Sí,No,,,,0.1911,No
EST-00971,2,19,Hombre,Valle del Cauca,Urbana,3,Oficial,11,Derecho,No,0,0,3.19,No,Recursos familiares,22,18,2.72,98.1,69,0,0,No,Sí,18,17,94.4,0.0774,No
EST-00972,1,22,Mujer,Caldas,Rural,2,Oficial,57,Derecho,No,0,0,0.76,Sí,Crédito educativo,64,18,3.01,74.5,56,1,0,No,Sí,,,,0.1675,No
EST-00973,2,18,Hombre,Magdalena,Urbana,2,Privado,68,Comunicación,No,0,1,1.61,No,Crédito educativo,5,18,2.75,100,60,0,2,No,No,18,15,83.3,0.2896,No
EST-00974,2,24,Hombre,Caldas,Urbana,2,Oficial,41,Administración,No,0,1,1.65,No,Mixto,13,16,3.57,89,67,1,0,No,No,16,13,81.2,0.1473,No
EST-00975,1,23,No binario / otro,Antioquia,Urbana,3,Oficial,64,Comunicación,No,0,0,2.15,No,Beca / subsidio,60,18,3.85,93.9,74,0,0,No,No,,,,0.0942,No
EST-00976,2,25,Hombre,Cundinamarca,Urbana,2,Privado,78,Contaduría,Sí,26,0,2.54,No,Crédito educativo,5,19,3.16,95.3,55,0,0,No,Sí,18,18,100,0.1793,No
EST-00977,2,23,Mujer,Bogotá D.C.,Urbana,3,Privado,45,Contaduría,Sí,27,0,4.31,No,Recursos familiares,77,15,3.14,83.3,71,0,0,No,No,18,18,100,0.107,No
EST-00978,2,17,Hombre,Bogotá D.C.,Urbana,3,Oficial,58,Derecho,No,0,1,3.04,No,Beca / subsidio,51,20,3.53,92.9,77,0,0,No,No,20,20,100,0.0431,No
EST-00979,2,17,Hombre,Atlántico,Urbana,2,Oficial,66,Psicología,Sí,13,0,2.29,Sí,Mixto,38,16,3.36,89,71,0,0,Sí,No,20,20,100,0.0919,No
EST-00980,2,18,Hombre,Bolívar,Urbana,4,Oficial,24,Negocios Internacionales,No,0,0,3.91,No,Recursos familiares,5,20,3.51,87.5,35,0,0,No,No,18,18,100,0.0766,No
EST-00981,2,26,Mujer,Norte de Santander,Urbana,2,Privado,74,Ingeniería Industrial,Sí,10,0,1.24,Sí,Recursos familiares,5,18,3.93,87.7,69,0,0,No,No,16,16,100,0.038,No
EST-00982,1,18,Hombre,Antioquia,Urbana,4,Oficial,55,Administración,Sí,8,0,6.03,No,Beca / subsidio,22,16,3.01,94.1,50,0,0,No,No,,,,0.0747,No
EST-00983,2,19,Mujer,Bogotá D.C.,Urbana,1,Oficial,46,Contaduría,No,0,0,0.49,No,Recursos familiares,54,18,2.93,93.7,56,0,0,No,No,20,19,95,0.1201,No
EST-00984,1,24,Mujer,Antioquia,Rural,1,Oficial,57,Diseño,No,0,0,1.31,No,Crédito educativo,103,18,2.94,87.8,33,0,0,Sí,No,,,,0.5041,No
EST-00985,2,20,Mujer,Bogotá D.C.,Urbana,3,Privado,38,Psicología,No,0,0,1.4,No,Recursos familiares,19,17,3.9,100,76,0,0,Sí,Sí,20,20,100,0.0485,No
EST-00986,1,28,Hombre,Bogotá D.C.,Urbana,1,Oficial,20,Ingeniería de Sistemas,Sí,27,0,0.5,No,Beca / subsidio,27,20,2.69,85.9,72,1,0,No,No,,,,0.3903,Sí
EST-00987,2,19,Hombre,Otro,Urbana,3,Oficial,89,Psicología,No,0,0,2.95,No,Mixto,31,17,4.15,97.1,68,0,0,No,No,14,14,100,0.0376,No
EST-00988,2,20,Hombre,Huila,Urbana,4,Privado,65,Derecho,No,0,0,5.75,No,Mixto,19,15,3.1,94.2,94,1,0,No,No,18,16,88.9,0.1308,No
EST-00989,2,24,Mujer,Tolima,Urbana,2,Privado,55,Derecho,No,0,0,1.6,Sí,Mixto,21,20,3.64,94.1,93,0,0,No,No,14,13,92.9,0.037,No
EST-00990,2,18,Hombre,Huila,Rural,4,Privado,50,Administración,No,0,0,4.23,Sí,Mixto,41,18,3.36,76.1,85,0,0,No,No,18,18,100,0.0523,No
EST-00991,2,17,Mujer,Antioquia,Urbana,1,Oficial,48,Contaduría,Sí,17,0,1.19,No,Recursos familiares,24,15,3.31,78.9,76,0,0,No,Sí,16,16,100,0.0779,No
EST-00992,2,21,Hombre,Norte de Santander,Rural,2,Oficial,23,Administración,No,0,0,1.49,Sí,Mixto,97,18,2.73,83.5,90,0,0,No,No,18,18,100,0.111,No
EST-00993,2,19,Mujer,Antioquia,Urbana,3,Oficial,67,Contaduría,No,0,0,3.14,No,Crédito educativo,5,17,4.2,89.9,85,0,0,No,No,18,18,100,0.0628,No
EST-00994,1,18,Mujer,Cauca,Urbana,3,Oficial,75,Ingeniería Industrial,No,0,0,2.12,No,Mixto,53,20,4.59,99.6,100,0,0,No,No,,,,0.039,No
EST-00995,2,20,Mujer,Bogotá D.C.,Urbana,3,Privado,62,Ingeniería de Sistemas,No,0,0,2.19,No,Recursos familiares,68,18,2.86,93.7,80,0,0,No,No,20,20,100,0.1284,No
EST-00996,2,17,Hombre,Huila,Rural,3,Oficial,44,Diseño,No,0,0,4,No,Crédito educativo,24,18,3.12,84.9,60,0,0,No,No,16,16,100,0.0908,Sí
EST-00997,1,17,Mujer,Otro,Urbana,2,Oficial,52,Psicología,Sí,38,0,1.12,Sí,Mixto,5,15,2.74,88.5,59,0,1,No,No,,,,0.2054,No
EST-00998,2,21,Mujer,Bolívar,Urbana,3,Privado,54,Contaduría,No,0,0,2.49,No,Crédito educativo,30,18,3.38,96.9,43,1,0,No,Sí,18,16,88.9,0.1119,No
EST-00999,2,19,Hombre,Cauca,Urbana,1,Privado,59,Enfermería,No,0,0,1.21,Sí,Mixto,32,18,2.86,84.1,83,3,0,No,No,16,9,56.2,0.2241,No
EST-01000,2,21,No binario / otro,Boyacá,Urbana,1,Oficial,18,Administración,Sí,29,0,0.78,No,Mixto,48,20,3.26,85,64,0,1,No,No,18,17,94.4,0.138,No
EST-01001,1,17,Hombre,Otro,Urbana,4,Privado,46,Contaduría,No,0,0,3.61,No,Crédito educativo,47,16,3.89,91.9,80,0,1,No,No,,,,0.1148,No
EST-01002,2,19,Mujer,Antioquia,Urbana,4,Privado,35,Comunicación,Sí,19,0,3.88,No,Beca / subsidio,16,16,2.73,81.6,70,0,0,No,No,18,18,100,0.147,No
EST-01003,2,18,Mujer,Bogotá D.C.,Urbana,1,Oficial,8,Ingeniería de Sistemas,No,0,0,1.1,No,Mixto,32,17,2.67,89.8,78,0,0,Sí,No,16,16,100,0.2691,Sí
EST-01004,2,17,Hombre,Magdalena,Urbana,3,Oficial,64,Derecho,No,0,0,2.66,No,Mixto,64,18,3.18,96,63,0,1,No,No,14,13,92.9,0.1338,Sí
EST-01005,1,19,Mujer,Cundinamarca,Urbana,3,Oficial,21,Contaduría,No,0,0,2.1,No,Mixto,39,18,2.23,87.1,57,0,2,No,No,,,,0.2183,No
EST-01006,2,20,Hombre,Santander,Urbana,3,Oficial,65,Ingeniería Industrial,No,0,0,3.05,No,Recursos familiares,27,18,3.51,100,57,0,0,No,No,20,20,100,0.0372,No
EST-01007,2,19,No binario / otro,Meta,Urbana,2,Oficial,33,Administración,No,0,1,1.52,No,Recursos familiares,36,17,3.68,100,98,1,0,No,No,18,15,83.3,0.1537,No
EST-01008,2,20,Hombre,Córdoba,Urbana,4,Oficial,96,Derecho,No,0,0,2.55,No,Crédito educativo,32,15,3.64,98.1,77,0,0,No,No,16,16,100,0.0721,No
EST-01009,1,17,Hombre,Bogotá D.C.,Urbana,3,Oficial,29,Enfermería,Sí,11,0,3.04,No,Mixto,91,16,2.87,86.5,60,3,0,No,No,,,,0.2974,No
EST-01010,1,22,Mujer,Bogotá D.C.,Urbana,2,Privado,49,Psicología,No,0,0,1.43,Sí,Recursos familiares,78,18,2.74,85.1,67,0,0,Sí,No,,,,0.203,No
EST-01011,1,20,Mujer,Cauca,Urbana,1,Oficial,73,Comunicación,Sí,29,0,0.45,Sí,Beca / subsidio,30,15,2.97,86.9,47,0,0,No,No,,,,0.1208,No
EST-01012,2,21,Mujer,Bogotá D.C.,Urbana,4,Privado,31,Enfermería,Sí,16,0,3.73,No,Recursos familiares,56,20,2.63,92.1,59,0,0,No,No,16,16,100,0.1701,No
EST-01013,2,21,Mujer,Cundinamarca,Urbana,2,Privado,45,Administración,Sí,15,0,1.23,No,Crédito educativo,22,20,4.32,96.1,69,0,1,No,No,18,17,94.4,0.0969,No
EST-01014,1,17,Hombre,Cundinamarca,Urbana,4,Privado,82,Administración,No,0,0,4.24,Sí,Beca / subsidio,7,15,3.69,82.9,76,0,0,No,No,,,,0.09,No
EST-01015,2,20,Mujer,Norte de Santander,Rural,2,Oficial,34,Diseño,No,0,0,1.2,Sí,Beca / subsidio,67,15,2.4,80.2,48,1,0,No,No,16,15,93.8,0.1443,No
EST-01016,2,19,Mujer,Bogotá D.C.,Urbana,1,Oficial,34,Contaduría,No,0,0,1.22,No,Recursos familiares,83,18,3.42,92.7,56,0,0,No,No,16,16,100,0.0837,Sí
EST-01017,1,21,Hombre,Antioquia,Urbana,2,Oficial,54,Derecho,No,0,0,2.25,No,Crédito educativo,52,18,3.27,85.3,76,0,0,No,No,,,,0.096,Sí
EST-01018,2,19,Hombre,Cundinamarca,Urbana,4,Privado,76,Ingeniería de Sistemas,No,0,0,2.57,No,Mixto,45,17,3.54,86.1,85,0,0,No,No,18,18,100,0.0554,No
